,Unnamed: 0,cosine_distance_x,w1,w2,combined_words,C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av,cosine_distance_y
503,1283,0.8170563131462087,sparkle,mutter,mutter_sparkle,Sound,Light,Sanim,Light,Emission,mutter,sparkle,1,1,3,3,2,1,1.0,1,1,1,1,,2,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,5.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,3.0,1.621621622,0.40145386445635034
504,1284,0.7983250505658209,sparkle,shout,shout_sparkle,Sound,Light,Sanim,Light,Emission,shout,sparkle,1,1,1,4,1,5,1.0,3,1,1,1,,2,1,2,1,3,2,2,3,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,3.0,1.0,1,3.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.7027027030000002,0.41447926169288063
505,1285,0.7492703600275229,sparkle,squawk,sparkle_squawk,Light,Sound,Light,Sanim,Emission,sparkle,squawk,1,1,2,2,5,3,1.0,1,1,1,1,,3,1,1,1,1,3,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,2.0,3.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.8108108109999999,0.27248095284011964
506,1286,0.7399929003839519,sparkle,wail,sparkle_wail,Light,Sound,Light,Sanim,Emission,sparkle,wail,1,1,2,1,3,3,1.0,1,1,1,1,,1,1,1,1,1,2,3,1,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,,1.0,1,1,5.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.8378378380000002,0.28269789957897296
507,1287,0.7584873827623206,sparkle,whimper,sparkle_whimper,Light,Sound,Light,Sanim,Emission,sparkle,whimper,1,1,1,5,3,3,2.0,1,1,1,5,,2,1,1,1,1,2,2,1,1,1,1,1,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,1,1,3.0,3.0,1.0,1,1.0,1.0,1.0,1.0,2.0,3,1.0,3.0,1.5555555559999998,0.3074486402639218
508,1288,0.8361912391053354,sparkle,whisper,sparkle_whisper,Light,Sound,Light,Sanim,Emission,sparkle,whisper,1,1,2,3,2,1,1.0,1,1,1,2,,2,1,1,1,1,1,3,1,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,2.0,4.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,1.0,1.405405405,0.3765634229306337
509,1289,0.6807853132294454,sparkle,yelp,sparkle_yelp,Light,Sound,Light,Sanim,Emission,sparkle,yelp,1,1,1,2,2,4,1.0,1,1,1,1,,2,1,1,1,1,1,3,2,1,1,1,1,2.0,1.0,1.0,4.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,6.0,1.0,1.0,1,1.0,3.0,1.631578947,0.22751563621214632
510,1290,0.7532851675402688,sparkle,beep,beep_sparkle,Sound,Light,Sinanim,Light,Emission,beep,sparkle,1,1,3,4,3,2,2.0,1,1,1,1,,2,1,1,1,3,3,2,2,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,4.0,1.0,1.0,1,2.0,5.0,1.325,0.3088739866382165
511,1291,0.8731077461693258,sparkle,boom,boom_sparkle,Sound,Light,Sinanim,Light,Emission,boom,sparkle,1,1,1,2,4,2,2.0,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,1,2,1.0,1.0,1.0,2.0,5,1,1.0,1.0,1.0,1,1,4.0,2.0,1.0,1,4.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.846153846,0.39992149707736635
512,1292,0.7235873547729144,sparkle,buzz,buzz_sparkle,Sound,Light,Sinanim,Light,Emission,buzz,sparkle,1,1,4,4,3,3,2.0,1,1,1,1,,2,1,7,1,3,3,3,2,1,1,2,1,1.0,1.0,1.0,5.0,3,1,1.0,1.0,1.0,1,1,3.0,5.0,1.0,1,1.0,1.0,5.0,1.0,1.0,1,1.0,5.0,1.85,0.2904668926999894
513,1293,0.7584571667378257,sparkle,chime,chime_sparkle,Sound,Light,Sinanim,Light,Emission,chime,sparkle,1,1,2,2,1,1,6.0,1,1,1,1,,2,1,2,1,3,3,3,2,1,1,2,1,2.0,1.0,2.0,5.0,3,1,1.0,1.0,1.0,6,1,4.0,5.0,1.0,1,1.0,2.0,1.0,1.0,1.0,1,1.0,7.0,1.6666666669999999,0.3200393332754392
514,1294,0.7347961431627004,sparkle,clang,clang_sparkle,Sound,Light,Sinanim,Light,Emission,clang,sparkle,1,1,3,3,3,4,2.0,2,1,1,2,,3,1,1,1,1,2,3,2,1,1,3,1,1.0,1.0,1.0,3.0,3,1,1.0,1.0,1.0,2,1,3.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0,1,1.0,4.0,1.794871795,0.35015155841519674
515,1295,0.6828955670266603,sparkle,clank,clank_sparkle,Sound,Light,Sinanim,Light,Emission,clank,sparkle,1,1,2,3,3,3,2.0,2,1,1,1,,4,1,1,1,1,2,1,2,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.871794872,0.3105144106498694
516,1296,0.8185858229196097,sparkle,click,click_sparkle,Sound,Light,Sinanim,Light,Emission,click,sparkle,1,1,3,2,4,4,3.0,1,1,1,1,,2,1,2,1,1,1,2,2,1,1,2,1,1.0,1.0,1.0,5.0,5,1,1.0,1.0,1.0,1,1,2.0,2.0,1.0,1,2.0,1.0,4.0,1.0,1.0,1,1.0,1.0,1.948717949,0.4531156443838794
517,1297,0.6924694856658493,sparkle,crackle,crackle_sparkle,Sound,Light,Sinanim,Light,Emission,crackle,sparkle,1,1,4,6,6,5,4.0,1,1,1,3,,2,1,5,1,4,3,4,3,1,1,4,1,3.0,1.0,4.0,6.0,4,1,1.0,1.0,1.0,6,1,3.0,4.0,1.0,1,3.0,2.0,7.0,1.0,4.0,5,1.0,6.0,2.325,0.22614991974111587
518,1298,0.6834072396600839,sparkle,creak,creak_sparkle,Sound,Light,Sinanim,Light,Emission,creak,sparkle,1,1,2,4,3,2,2.0,1,1,1,1,,3,1,1,1,2,1,3,1,1,1,1,1,1.0,1.0,2.0,4.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,4.0,1.0,1.0,1,1.0,1.0,1.315789474,0.3045964528890631
519,1299,0.8701813803237517,sparkle,crunch,crunch_sparkle,Sound,Light,Sinanim,Light,Emission,crunch,sparkle,1,1,3,2,4,4,2.0,2,1,1,1,,2,1,5,1,1,3,1,2,1,1,2,1,1.0,1.0,1.0,5.0,1,1,1.0,1.0,3.0,1,1,3.0,1.0,1.0,1,1.0,1.0,3.0,2.0,1.0,1,1.0,1.0,1.9210526319999999,0.37674707379919437
520,1300,0.7162648360226487,sparkle,gurgle,gurgle_sparkle,Sound,Light,Sinanim,Light,Emission,gurgle,sparkle,1,1,3,4,3,1,2.0,1,1,1,1,,2,1,2,1,2,2,1,1,1,1,1,1,1.0,1.0,2.0,5.0,3,1,1.0,1.0,2.0,1,1,2.0,2.0,1.0,1,1.0,1.0,7.0,1.0,4.0,1,1.0,6.0,2.0256410259999997,0.25437034663131564
521,1301,0.688653562590225,sparkle,hiss,hiss_sparkle,Sound,Light,Sinanim,Light,Emission,hiss,sparkle,1,1,4,2,3,2,5.0,1,1,1,1,,1,1,1,1,1,1,3,1,1,1,1,1,2.0,1.0,1.0,5.0,5,1,1.0,1.0,1.0,4,1,4.0,4.0,1.0,1,3.0,1.0,7.0,1.0,1.0,1,1.0,4.0,1.725,0.2806251395227449
522,1302,0.5731332347756289,sparkle,sizzle,sizzle_sparkle,Sound,Light,Sinanim,Light,Emission,sizzle,sparkle,1,1,4,3,6,4,4.0,5,1,1,2,,4,3,7,2,6,3,4,4,1,1,4,2,2.0,4.0,4.0,5.0,5,1,1.0,2.0,1.0,6,1,5.0,6.0,1.0,2,3.0,1.0,6.0,4.0,7.0,4,1.0,5.0,2.564102564,0.14966429448592178
523,1303,0.7493253949667467,sparkle,squeak,sparkle_squeak,Light,Sound,Light,Sinanim,Emission,sparkle,squeak,1,1,1,4,4,3,2.0,1,1,1,1,,3,1,1,1,1,2,3,2,1,1,1,1,1.0,1.0,1.0,4.0,1,1,1.0,1.0,1.0,2,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,4.0,1.769230769,0.3966585324777413
524,1304,0.7292674063840578,sparkle,twang,sparkle_twang,Light,Sound,Light,Sinanim,Emission,sparkle,twang,1,1,2,2,4,4,2.0,1,1,1,2,,3,2,1,1,1,3,3,1,1,1,2,2,2.0,1.0,1.0,5.0,1,1,1.0,1.0,1.0,1,1,3.0,3.0,1.0,1,1.0,1.0,4.0,1.0,1.0,1,1.0,6.0,1.6666666669999999,0.34307731362067273
525,1365,0.7982326843766483,twinkle,bark,bark_twinkle,Sound,Light,Sanim,Light,Emission,bark,twinkle,1,1,1,2,2,3,2.0,2,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,2,1.0,1.0,1.0,1.0,2,1,1.0,1.0,1.0,1,1,3.0,3.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.342857143,0.41451665818351935
526,1366,0.6926803340620831,twinkle,bellow,bellow_twinkle,Sound,Light,Sanim,Light,Emission,bellow,twinkle,1,1,1,2,3,1,2.0,2,1,1,1,,2,1,1,1,1,2,1,1,1,1,1,2,1.0,1.0,1.0,2.0,3,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.9722222219999999,0.31368607590759867
527,1367,0.6766663655686154,twinkle,groan,groan_twinkle,Sound,Light,Sanim,Light,Emission,groan,twinkle,1,1,3,4,3,1,1.0,1,1,1,1,,2,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.657142857,0.33137779663776645
528,1368,0.6666104082098356,twinkle,growl,growl_twinkle,Sound,Light,Sanim,Light,Emission,growl,twinkle,1,1,4,3,3,1,1.0,1,1,1,1,,2,1,1,1,2,1,2,2,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.4571428569999998,0.3010778843114097
529,1369,0.7019558313504044,twinkle,grumble,grumble_twinkle,Sound,Light,Sanim,Light,Emission,grumble,twinkle,1,1,1,2,5,1,1.0,1,1,1,1,,2,1,1,1,1,1,1,2,1,1,2,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,5.0,1.0,1.0,1,1.0,1.0,1.842105263,0.38239038035751105
530,1370,0.8124961862775704,twinkle,grunt,grunt_twinkle,Sound,Light,Sanim,Light,Emission,grunt,twinkle,1,1,1,1,3,1,1.0,2,1,1,1,,2,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,2.0,3.0,1,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.72972973,0.36718370932852085
531,1371,0.6540061052713322,twinkle,howl,howl_twinkle,Sound,Light,Sanim,Light,Emission,howl,twinkle,1,1,2,2,3,1,2.0,1,1,1,1,,1,1,1,1,2,1,2,1,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,4.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.540540541,0.32470303255181354
532,1372,0.6992902708437637,twinkle,moan,moan_twinkle,Sound,Light,Sanim,Light,Emission,moan,twinkle,1,1,4,3,3,1,1.0,1,1,1,1,,3,1,1,1,2,1,1,2,1,1,2,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.621621622,0.39350541380864
533,1373,0.7183156522828673,twinkle,mutter,mutter_twinkle,Sound,Light,Sanim,Light,Emission,mutter,twinkle,1,1,3,2,1,1,1.0,1,1,1,1,,2,1,1,1,1,2,1,2,1,1,2,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,3.0,1.8,0.3948014892972861
534,1374,0.7592321859112148,twinkle,shout,shout_twinkle,Sound,Light,Sanim,Light,Emission,shout,twinkle,1,1,1,2,1,4,2.0,1,1,1,1,,2,1,1,1,3,2,1,2,1,1,1,1,1.0,1.0,1.0,2.0,3,1,1.0,1.0,1.0,1,1,1.0,5.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.571428571,0.47300372779031374
535,1375,0.7320531098661248,twinkle,squawk,squawk_twinkle,Sound,Light,Sanim,Light,Emission,squawk,twinkle,1,1,2,3,1,3,2.0,2,1,1,1,,2,1,1,1,1,3,2,1,1,1,2,1,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0,1,1.0,2.0,1.8,0.34661400204565385
536,1376,0.7309075492929229,twinkle,wail,twinkle_wail,Light,Sound,Light,Sanim,Emission,twinkle,wail,1,1,1,2,2,2,2.0,2,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.736842105,0.3612654654487747
537,1377,0.7050775966440826,twinkle,whimper,twinkle_whimper,Light,Sound,Light,Sanim,Emission,twinkle,whimper,1,1,3,4,2,1,2.0,4,1,1,1,,3,1,2,1,1,1,2,2,1,1,1,2,2.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,2.0,1.0,7.0,1.0,1.0,1,1.0,1.0,1.621621622,0.32833870040190505
538,1378,0.7050666832200859,twinkle,whisper,twinkle_whisper,Light,Sound,Light,Sanim,Emission,twinkle,whisper,1,1,2,3,5,1,2.0,1,1,1,1,,2,1,1,1,2,1,3,2,1,1,2,1,2.0,3.0,2.0,4.0,1,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,4.0,1.7837837840000001,0.35299383395325723
539,1379,0.6965931282868996,twinkle,yelp,twinkle_yelp,Light,Sound,Light,Sanim,Emission,twinkle,yelp,1,1,1,1,5,2,2.0,1,1,1,1,,2,1,1,1,2,2,1,1,1,1,1,1,1.0,1.0,2.0,4.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,1,1.0,3.0,1.8108108109999999,0.27951985392208545
540,1380,0.7060822767867123,twinkle,beep,beep_twinkle,Sound,Light,Sinanim,Light,Emission,beep,twinkle,1,1,1,2,3,2,2.0,1,1,1,1,,3,1,1,1,3,2,3,1,1,1,2,1,1.0,1.0,1.0,2.0,2,1,1.0,1.0,1.0,1,1,1.0,3.0,1.0,1,2.0,1.0,7.0,1.0,1.0,1,1.0,6.0,2.0,0.34698909747615225
541,1381,0.9390114313543598,twinkle,boom,boom_twinkle,Sound,Light,Sinanim,Light,Emission,boom,twinkle,1,1,1,2,6,3,1.0,2,1,1,1,,2,1,5,1,1,3,1,1,1,1,2,1,2.0,1.0,2.0,3.0,4,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.9230769230000002,0.522559730986886
542,1382,0.8371737966267931,twinkle,buzz,buzz_twinkle,Sound,Light,Sinanim,Light,Emission,buzz,twinkle,1,1,4,1,3,5,2.0,2,1,1,1,,2,1,2,1,5,2,2,2,1,1,1,1,1.0,1.0,2.0,3.0,4,1,1.0,1.0,1.0,1,1,2.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.743589744,0.4334156625859281
543,1383,0.6974306116674409,twinkle,chime,chime_twinkle,Sound,Light,Sinanim,Light,Emission,chime,twinkle,1,1,2,3,4,1,3.0,1,1,5,2,,3,1,1,1,3,3,4,2,1,1,1,1,2.0,1.0,3.0,5.0,4,1,1.0,1.0,1.0,4,1,4.0,2.0,1.0,1,1.0,4.0,7.0,5.0,1.0,5,1.0,6.0,2.0,0.36621343065075695
544,1384,0.7276133750218859,twinkle,clang,clang_twinkle,Sound,Light,Sinanim,Light,Emission,clang,twinkle,1,1,3,2,3,5,3.0,1,1,1,1,,4,1,1,1,1,2,2,2,1,1,1,1,1.0,2.0,1.0,3.0,3,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.7179487180000002,0.3663652153456499
545,1385,0.7061848201686461,twinkle,clank,clank_twinkle,Sound,Light,Sinanim,Light,Emission,clank,twinkle,1,1,2,2,5,2,2.0,1,1,1,1,,2,1,2,1,1,2,1,2,1,1,2,1,1.0,1.0,1.0,3.0,4,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,5.0,1.9230769230000002,0.36278677158144557
546,1386,0.7502625515973019,twinkle,click,click_twinkle,Sound,Light,Sinanim,Light,Emission,click,twinkle,1,1,2,1,1,1,2.0,1,1,1,1,,2,2,2,1,3,3,2,2,1,1,1,1,2.0,1.0,2.0,4.0,5,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,4.0,2.263157895,0.4991941761445915
547,1387,0.6850408232272015,twinkle,crackle,crackle_twinkle,Sound,Light,Sinanim,Light,Emission,crackle,twinkle,1,2,4,6,5,4,4.0,3,1,1,1,,4,1,6,1,4,4,4,2,1,1,2,2,2.0,1.0,1.0,4.0,1,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,4.0,1.0,7.0,3.0,4.0,4,1.0,5.0,2.666666667,0.2947025040660727
548,1388,0.7183654113314313,twinkle,creak,creak_twinkle,Sound,Light,Sinanim,Light,Emission,creak,twinkle,1,1,2,3,1,2,3.0,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,2,1,1.0,1.0,1.0,5.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,1.0,1.6,0.35857559640031755
549,1389,0.8341496038857685,twinkle,crunch,crunch_twinkle,Sound,Light,Sinanim,Light,Emission,crunch,twinkle,1,1,3,3,3,4,3.0,2,1,1,1,,3,1,1,1,2,2,1,2,1,1,1,1,,1.0,1.0,2.0,1,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,2.0,1.846153846,0.45635069503361236
550,1390,0.7195910732896382,twinkle,gurgle,gurgle_twinkle,Sound,Light,Sinanim,Light,Emission,gurgle,twinkle,1,1,3,4,4,4,2.0,1,1,1,1,,4,1,2,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,4.0,4,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,4.0,1,1.0,6.0,1.8918918919999999,0.34006233950858034
551,1391,0.6698821086986426,twinkle,hiss,hiss_twinkle,Sound,Light,Sinanim,Light,Emission,hiss,twinkle,1,1,3,2,4,2,3.0,1,1,1,1,,3,1,1,1,3,2,3,2,1,1,2,1,2.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,5.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.974358974,0.3407061497698898
552,1392,0.7107861264564783,twinkle,sizzle,sizzle_twinkle,Sound,Light,Sinanim,Light,Emission,sizzle,twinkle,1,1,4,2,4,4,5.0,4,7,1,1,,3,1,2,1,2,3,3,1,1,3,4,2,2.0,3.0,2.0,5.0,1,1,1.0,1.0,1.0,1,1,2.0,6.0,1.0,1,2.0,1.0,1.0,1.0,1.0,4,1.0,5.0,2.435897436,0.33104900489406963
553,1393,0.6964799720946977,twinkle,squeak,squeak_twinkle,Sound,Light,Sinanim,Light,Emission,squeak,twinkle,1,1,3,5,3,4,2.0,3,1,1,1,,2,1,1,1,2,2,2,2,1,1,2,1,1.0,1.0,1.0,4.0,4,1,1.0,1.0,1.0,1,1,4.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,6.0,2.025,0.38292962075595804
554,1394,0.6588799795819054,twinkle,twang,twang_twinkle,Sound,Light,Sinanim,Light,Emission,twang,twinkle,1,1,4,4,3,2,2.0,1,1,1,1,,2,1,1,1,2,2,2,2,1,1,2,1,1.0,1.0,1.0,5.0,3,1,1.0,1.0,2.0,1,1,3.0,1.0,1.0,1,1.0,2.0,7.0,1.0,1.0,1,1.0,4.0,2.0,0.3734845887477879
555,1455,0.7054692332453166,bark,bellow,bark_bellow,Sound,Sound,Sanim,Sanim,Emission,bark,bellow,1,5,5,6,5,3,1.0,3,5,5,7,,4,2,2,2,5,5,5,4,4,1,5,6,2.0,3.0,6.0,5.0,5,3,3.0,4.0,3.0,5,3,5.0,6.0,6.0,1,4.0,4.0,7.0,4.0,4.0,3,1.0,5.0,4.705882353,0.268291091969013
556,1456,0.7255781150215532,bark,groan,bark_groan,Sound,Sound,Sanim,Sanim,Emission,bark,groan,1,3,4,5,5,1,4.0,1,2,1,5,,5,2,1,2,2,4,3,1,1,1,3,3,2.0,2.0,5.0,4.0,3,2,2.0,3.0,1.0,1,1,4.0,1.0,6.0,1,3.0,1.0,1.0,4.0,4.0,3,1.0,3.0,3.235294118,0.30714023907356713
557,1457,0.696983909915832,bark,growl,bark_growl,Sound,Sound,Sanim,Sanim,Emission,bark,growl,6,4,5,4,6,3,4.0,6,6,5,5,,5,3,1,5,3,5,3,2,7,2,4,6,5.0,4.0,7.0,6.0,5,4,4.0,5.0,2.0,6,3,5.0,7.0,7.0,2,4.0,4.0,3.0,5.0,7.0,4,1.0,5.0,4.594594595,0.27635993426007643
558,1458,0.7949106189822062,bark,grumble,bark_grumble,Sound,Sound,Sanim,Sanim,Emission,bark,grumble,1,3,3,4,3,1,4.0,2,6,1,4,,4,1,1,1,2,4,2,4,2,1,2,2,2.0,3.0,4.0,5.0,4,1,4.0,2.0,3.0,1,1,4.0,3.0,5.0,1,2.0,4.0,1.0,4.0,4.0,2,1.0,2.0,3.277777778,0.34061030474546283
559,1459,0.6999295717977763,bark,grunt,bark_grunt,Sound,Sound,Sanim,Sanim,Emission,bark,grunt,3,4,5,4,3,4,2.0,2,4,1,3,,4,3,1,4,3,5,2,3,1,2,2,2,2.0,3.0,3.0,5.0,5,2,3.0,4.0,3.0,1,2,4.0,4.0,6.0,1,2.0,1.0,1.0,2.0,4.0,3,1.0,5.0,3.777777778,0.2502925259764802
560,1460,0.6952990775602422,bark,howl,bark_howl,Sound,Sound,Sanim,Sanim,Emission,bark,howl,5,3,5,6,5,3,4.0,5,6,6,6,,5,6,2,6,5,5,5,5,7,3,4,5,4.0,3.0,6.0,6.0,5,6,1.0,5.0,3.0,1,4,4.0,7.0,7.0,3,5.0,5.0,1.0,7.0,4.0,4,1.0,6.0,5.1891891889999995,0.2669662421602922
561,1461,0.7087386545230074,bark,moan,bark_moan,Sound,Sound,Sanim,Sanim,Emission,bark,moan,1,3,4,4,4,1,3.0,2,6,1,6,,5,2,1,2,2,4,3,2,3,1,3,4,2.0,2.0,4.0,5.0,3,2,3.0,2.0,1.0,1,1,3.0,2.0,6.0,1,5.0,1.0,3.0,4.0,1.0,3,1.0,1.0,2.72972973,0.2975964949561517
562,1462,0.7194774107813461,bark,mutter,bark_mutter,Sound,Sound,Sanim,Sanim,Emission,bark,mutter,2,4,4,5,5,1,2.0,2,6,1,3,,5,2,1,4,2,4,2,2,2,1,2,2,2.0,2.0,3.0,4.0,4,2,3.0,2.0,2.0,1,1,3.0,4.0,5.0,1,2.0,1.0,1.0,3.0,4.0,3,1.0,2.0,2.486486486,0.3487494628486326
563,1463,0.7075930758396145,bark,shout,bark_shout,Sound,Sound,Sanim,Sanim,Emission,bark,shout,2,4,6,5,6,6,3.0,2,6,5,6,,5,5,3,4,5,5,5,3,5,3,4,5,3.0,5.0,4.0,6.0,4,3,4.0,3.0,1.0,3,1,5.0,6.0,4.0,1,6.0,3.0,7.0,5.0,4.0,5,1.0,5.0,5.205882353,0.3101299905378345
564,1464,0.714586203857182,bark,squawk,bark_squawk,Sound,Sound,Sanim,Sanim,Emission,bark,squawk,1,4,5,6,4,5,5.0,3,7,3,5,,5,1,1,2,4,5,5,3,3,2,4,5,3.0,2.0,4.0,5.0,5,2,3.0,3.0,2.0,1,1,4.0,5.0,6.0,3,4.0,1.0,7.0,4.0,4.0,3,1.0,5.0,3.756756757,0.24528006266310476
565,1465,0.6953306197658196,bark,wail,bark_wail,Sound,Sound,Sanim,Sanim,Emission,bark,wail,1,4,4,5,4,3,2.0,5,6,4,6,,5,2,6,2,4,4,4,3,2,1,2,4,2.0,3.0,4.0,5.0,4,4,1.0,2.0,2.0,1,1,3.0,7.0,6.0,1,5.0,2.0,1.0,3.0,4.0,3,1.0,5.0,3.210526316,0.2778167671089421
566,1466,0.746900784962544,bark,whimper,bark_whimper,Sound,Sound,Sanim,Sanim,Emission,bark,whimper,1,4,4,2,5,3,1.0,1,5,3,2,,5,2,1,2,2,4,3,3,3,1,4,3,2.0,2.0,5.0,5.0,4,2,3.0,4.0,1.0,1,1,2.0,7.0,6.0,2,2.0,1.0,1.0,1.0,5.0,4,1.0,4.0,2.945945946,0.2937296508148618
567,1467,0.7673857018677627,bark,whisper,bark_whisper,Sound,Sound,Sanim,Sanim,Emission,bark,whisper,1,3,3,3,1,1,1.0,1,1,1,5,,4,2,1,2,2,3,2,2,4,1,1,2,1.0,1.0,3.0,3.0,1,1,3.0,2.0,1.0,1,1,1.0,2.0,5.0,1,3.0,1.0,1.0,1.0,4.0,2,1.0,2.0,1.868421053,0.3171986783509273
568,1468,0.6824130509453283,bark,yelp,bark_yelp,Sound,Sound,Sanim,Sanim,Emission,bark,yelp,5,5,6,5,6,5,5.0,3,7,5,7,,6,7,6,2,4,5,5,6,7,1,4,5,5.0,3.0,7.0,6.0,4,4,3.0,5.0,4.0,1,3,5.0,7.0,7.0,3,5.0,5.0,7.0,6.0,4.0,5,3.0,3.0,5.352941176,0.21959207679791892
569,1469,0.7528255644528814,bark,beep,bark_beep,Sound,Sound,Sanim,Sinanim,Emission,bark,beep,1,3,4,4,4,5,2.0,1,3,1,2,,4,2,2,1,2,5,4,1,1,1,1,1,1.0,1.0,1.0,5.0,4,1,1.0,2.0,1.0,1,1,3.0,5.0,4.0,1,1.0,1.0,1.0,2.0,1.0,2,1.0,2.0,2.351351351,0.3478809855547954
